OMIM	OMIM_NAME	DO	DO_NAME	CLASS	CLASS_NAME
OMIM:606864	PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA	DOID:0050773	Paraganglioma	DOID:162	Cancer
OMIM:606889	ALZHEIMER DISEASE 4	DOID:10652	Alzheimer's Disease	DOID:863	Nervous System Disease
OMIM:606943	USHER SYNDROME, TYPE IG; USH1G	DOID:0050439	Usher Syndrome	DOID:0050177	Monogenic Disease
OMIM:606952	ALBINISM, OCULOCUTANEOUS, TYPE IB; OCA1B	DOID:0050632	Oculocutaneous Albinism	DOID:0050177	Monogenic Disease
OMIM:606963	PULMONARY DISEASE, CHRONIC OBSTRUCTIVE; COPD	DOID:3083	Chronic Obstructive Pulmonary Disease	DOID:1579	Respiratory System Disease
OMIM:606966	NEPHRONOPHTHISIS 4; NPHP4	DOID:12712	Nephronophthisis	DOID:0050177	Monogenic Disease
OMIM:606996	SENIOR-LOKEN SYNDROME 4; SLSN4	DOID:0050576	Senior-Loken Syndrome	DOID:0050177	Monogenic Disease
OMIM:607014	HURLER SYNDROME	DOID:12798	Mucopolysaccharidosis	DOID:655	Inherited Metabolic Disorder
OMIM:607015	HURLER-SCHEIE SYNDROME	DOID:12802	Mucopolysaccharidosis I	DOID:655	Inherited Metabolic Disorder
OMIM:607016	SCHEIE SYNDROME	DOID:0060222	Scheie Syndrome	DOID:655	Inherited Metabolic Disorder
OMIM:607039	DEAFNESS, AUTOSOMAL RECESSIVE 22; DFNB22	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:607060	PARKINSON DISEASE 8, AUTOSOMAL DOMINANT; PARK8	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:607078	EPIPHYSEAL DYSPLASIA, MULTIPLE, 5; EDM5	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:607080	46,XY GONADAL DYSGENESIS, PARTIAL, WITH MINIFASCICULAR NEUROPATHY	DOID:14448	46 XY Gonadal Dysgenesis	DOID:28	Endocrine System Disease
OMIM:607084	DEAFNESS, AUTOSOMAL RECESSIVE 31; DFNB31	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:607091	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId; CDG2D	DOID:0050571	Congenital Disorder of Glycosylation Type II	DOID:655	Inherited Metabolic Disorder
OMIM:607095	ANAUXETIC DYSPLASIA	DOID:0050640	Anauxetic Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:607101	DEAFNESS, AUTOSOMAL RECESSIVE 30; DFNB30	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:607107	NASOPHARYNGEAL CARCINOMA	NA	NA	NA	NA
OMIM:607115	CINCA SYNDROME; CINCA	DOID:37	Skin Disease	DOID:16	Integumentary System Disease
OMIM:607131	AL-GAZALI-BAKALINOVA SYNDROME; AGBK	NA	NA	NA	NA
OMIM:607136	SPINOCEREBELLAR ATAXIA 17; SCA17	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
OMIM:607143	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ig; CDG1G	DOID:0050570	Congenital Disorder of Glycosylation Type I	DOID:655	Inherited Metabolic Disorder
OMIM:607151	MOYAMOYA DISEASE 2; MYMY2	DOID:13099	Moyamoya Disease	DOID:1287	Cardiovascular System Disease
OMIM:607154	ALLERGIC RHINITIS	DOID:4481	Allergic Rhinitis	DOID:1579	Respiratory System Disease
OMIM:607155	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 5; MDDGC5	DOID:11724	Limb-Girdle Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:607174	MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO	DOID:4586	Familial Meningioma	DOID:162	Cancer
OMIM:607196	MICROCEPHALY, AMISH TYPE; MCPHA	DOID:10907	Microcephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:607200	THYROID DYSHORMONOGENESIS 6; TDH6	DOID:0050328	Congenital Hypothyroidism	DOID:28	Endocrine System Disease
OMIM:607208	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 6; EIEE6	DOID:0060171	Dravet Syndrome	DOID:863	Nervous System Disease
OMIM:607225	SPASTIC PARALYSIS, INFANTILE-ONSET ASCENDING; IAHSP	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:607236	HYPOPREBETALIPOPROTEINEMIA, ACANTHOCYTOSIS, RETINITIS PIGMENTOSA, AND PALLIDAL DEGENERATION	DOID:3981	Pantothenate Kinase-Associated Neurodegeneration	DOID:863	Nervous System Disease
OMIM:607250	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY; SCAN1	DOID:1441	Autosomal Dominant Cerebellar Ataxia	DOID:863	Nervous System Disease
OMIM:607259	SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE; SPG7	DOID:2476	Hereditary Spastic Paraplegia	DOID:863	Nervous System Disease
OMIM:607271	CASPASE 8 DEFICIENCY	DOID:6688	Autoimmune Lymphoproliferative Syndrome	DOID:2914	Immune System Disease
OMIM:607313	GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS; HGPPS	DOID:0060249	Scoliosis	DOID:17	Musculoskeletal System Disease
OMIM:607323	DUANE-RADIAL RAY SYNDROME; DRRS	DOID:12557	Duane Retraction Syndrome	DOID:863	Nervous System Disease
OMIM:607326	SMITH-MCCORT DYSPLASIA 1; SMC1	DOID:0060247	Smith-McCort Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:607330	LATHOSTEROLOSIS	DOID:1701	Steroid Inherited Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:607339	CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 1	DOID:3393	Coronary Artery Disease	DOID:1287	Cardiovascular System Disease
OMIM:607346	SPINOCEREBELLAR ATAXIA 19; SCA19	DOID:9277	Primary Cerebellar Degeneration	DOID:863	Nervous System Disease
OMIM:607361	MECKEL SYNDROME, TYPE 3; MKS3	DOID:0050778	Meckel Syndrome	DOID:0060340	Ciliopathy
OMIM:607364	BARTTER SYNDROME, TYPE 3; BARTS3	DOID:445	Bartter Disease	DOID:18	Urinary System Disease
OMIM:607371	DYSTONIA, JUVENILE-ONSET; DJO	DOID:0050835	Generalized Dystonia	DOID:863	Nervous System Disease
OMIM:607398	GLUCOCORTICOID DEFICIENCY 2; GCCD2	DOID:9553	Adrenal Gland Disease	DOID:28	Endocrine System Disease
OMIM:607417	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 2; MRT2	DOID:0060308	Autosomal Recessive Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:607426	COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1	DOID:0050730	Coenzyme Q10 Deficiency Disease	DOID:655	Inherited Metabolic Disorder
OMIM:607432	LISSENCEPHALY 1; LIS1	DOID:0050453	Lissencephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:607450	ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 8; ARVD8	DOID:0050431	Arrhythmogenic Right Ventricular Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:607453	DEAFNESS, AUTOSOMAL DOMINANT 44; DFNA44	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:607454	SPINOCEREBELLAR ATAXIA 21; SCA21	DOID:9277	Primary Cerebellar Degeneration	DOID:863	Nervous System Disease
OMIM:607459	SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO	DOID:539	Ophthalmoplegia	DOID:863	Nervous System Disease
OMIM:607464	THYROID CARCINOMA, HURTHLE CELL	DOID:8161	Thyroid Hurthle Cell Carcinoma	DOID:162	Cancer
OMIM:607473	VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2; VKCFD2	DOID:2214	Inherited Blood Coagulation Disease	DOID:2914	Immune System Disease
OMIM:607475	BOTHNIA RETINAL DYSTROPHY	DOID:0050683	Bothnia Retinal Dystrophy	DOID:863	Nervous System Disease
OMIM:607476	NEWFOUNDLAND ROD-CONE DYSTROPHY; NFRCD	DOID:0050572	Cone-Rod Dystrophy	DOID:863	Nervous System Disease
OMIM:607482	CARDIOMYOPATHY, DILATED, 1M; CMD1M	DOID:12930	Dilated Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:607483	THIAMINE METABOLISM DYSFUNCTION SYNDROME 2 (BIOTIN- OR THIAMINE-RESPONSIVE TYPE); THMD2	DOID:0050659	Biotin-Responsive Basal Ganglia Disease	DOID:863	Nervous System Disease
OMIM:607485	FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED	DOID:936	Brain Disease	DOID:863	Nervous System Disease
OMIM:607487	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 25; CMH25	DOID:12930	Dilated Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:607499	BULIMIA NERVOSA, SUSCEPTIBILITY TO, 1; BULN1	DOID:12129	Bulimia Nervosa	DOID:0060037	Developmental Disorder of Mental Health
OMIM:607523	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 8; NDNC8	DOID:4123	Nail Disease	DOID:16	Integumentary System Disease
OMIM:607541	CORNEAL DYSTROPHY, AVELLINO TYPE; CDA	DOID:12318	Corneal Granular Dystrophy	DOID:863	Nervous System Disease
OMIM:607554	ATRIAL FIBRILLATION, FAMILIAL, 3; ATFB3	DOID:0050650	Familial Atrial Fibrillation	DOID:1287	Cardiovascular System Disease
OMIM:607572	LEPROSY, SUSCEPTIBILITY TO, 2; LPRS2	DOID:1024	Leprosy	DOID:104	Bacterial Infectious Disease
OMIM:607594	IMMUNODEFICIENCY, COMMON VARIABLE, 1; CVID1	DOID:12177	Common Variable Immunodeficiency	DOID:2914	Immune System Disease
OMIM:607595	BRAIN SMALL VESSEL DISEASE WITH OR WITHOUT OCULAR ANOMALIES; BSVD	DOID:936	Brain Disease	DOID:863	Nervous System Disease
OMIM:607596	PONTOCEREBELLAR HYPOPLASIA, TYPE 1A; PCH1A	DOID:0060265	Pontocerebellar Hypoplasia Type 1a	DOID:863	Nervous System Disease
OMIM:607598	LETHAL CONGENITAL CONTRACTURE SYNDROME 2; LCCS2	DOID:381	Arthropathy	DOID:17	Musculoskeletal System Disease
OMIM:607602	ICHTHYOSIS, CYCLIC, WITH EPIDERMOLYTIC HYPERKERATOSIS	DOID:4603	Epidermolytic Hyperkeratosis	DOID:16	Integumentary System Disease
OMIM:607616	NIEMANN-PICK DISEASE, TYPE B	DOID:14504	Niemann-Pick Disease	DOID:655	Inherited Metabolic Disorder
OMIM:607624	GRISCELLI SYNDROME, TYPE 2; GS2	DOID:612	Primary Immunodeficiency Disease	DOID:2914	Immune System Disease
OMIM:607625	NIEMANN-PICK DISEASE, TYPE C2; NPC2	DOID:14504	Niemann-Pick Disease	DOID:655	Inherited Metabolic Disorder
OMIM:607626	ICHTHYOSIS, LEUKOCYTE VACUOLES, ALOPECIA, AND SCLEROSING CHOLANGITIS; ILVASC	DOID:987	Alopecia	DOID:16	Integumentary System Disease
OMIM:607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11; EIG11	DOID:1827	Idiopathic Generalized Epilepsy	DOID:863	Nervous System Disease
OMIM:607631	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1	DOID:4890	Juvenile Myoclonic Epilepsy	DOID:863	Nervous System Disease
OMIM:607634	OSTEOPETROSIS, AUTOSOMAL DOMINANT 1; OPTA1	DOID:13533	Osteopetrosis	DOID:17	Musculoskeletal System Disease
OMIM:607636	VAN BUCHEM DISEASE, TYPE 2	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:607641	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE VIIB; HMN7B	DOID:0050582	NA	NA	NA
OMIM:607654	KERATOSIS PALMOPLANTARIS STRIATA III; PPKS3	DOID:3390	Palmoplantar Keratosis	DOID:16	Integumentary System Disease
OMIM:607655	SKIN FRAGILITY-WOOLLY HAIR SYNDROME; SFWHS	DOID:421	Hair Disease	DOID:16	Integumentary System Disease
OMIM:607676	IRAK4 DEFICIENCY	DOID:612	Primary Immunodeficiency Disease	DOID:2914	Immune System Disease
OMIM:607677	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2I; CMT2I	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:607678	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1D; CMT1D	DOID:0050538	Charcot-Marie-Tooth Disease Type 1	DOID:863	Nervous System Disease
OMIM:607681	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2; ECA2	NA	NA	NA	NA
OMIM:607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9	DOID:1827	Idiopathic Generalized Epilepsy	DOID:863	Nervous System Disease
OMIM:607684	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E; CMT2E	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:607685	HYPEREOSINOPHILIC SYNDROME, IDIOPATHIC; HES	DOID:999	Eosinophilia	DOID:2914	Immune System Disease
OMIM:607688	PARKINSON DISEASE 11, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO; PARK11	DOID:14330	Parkinson's Disease	DOID:863	Nervous System Disease
OMIM:607694	LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OR WITHOUT OLIGODONTIA AND/OR HYPOGONADOTROPIC HYPOGONADISM; HLD7	DOID:0050591	Tooth Agenesis	DOID:77	Gastrointestinal System Disease
OMIM:607706	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE	DOID:0050541	Charcot-Marie-Tooth Disease Type 4	DOID:863	Nervous System Disease
OMIM:607721	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR; NSLH	NA	NA	NA	NA
OMIM:607734	CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1F; CMT1F	DOID:0050538	Charcot-Marie-Tooth Disease Type 1	DOID:863	Nervous System Disease
OMIM:607736	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2J; CMT2J	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:607745	SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3	DOID:0060169	Benign Familial Infantile Epilepsy	DOID:863	Nervous System Disease
OMIM:607748	HYPERCHOLANEMIA, FAMILIAL; FHCA	DOID:1701	Steroid Inherited Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:607765	BILE ACID SYNTHESIS DEFECT, CONGENITAL, 1; CBAS1	DOID:0050674	Congenital Bile Acid Synthesis Defect	DOID:655	Inherited Metabolic Disorder
OMIM:607778	ACROCAPITOFEMORAL DYSPLASIA; ACFD	DOID:0050604	Acrocapitofemoral Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:607785	JUVENILE MYELOMONOCYTIC LEUKEMIA; JMML	DOID:0050458	Juvenile Myelomonocytic Leukemia	DOID:162	Cancer
OMIM:607791	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE D; CMTDID	DOID:0050543	Charcot-Marie-Tooth Disease Intermediate Type	DOID:863	Nervous System Disease
OMIM:607801	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C; LGMD1C	DOID:11724	Limb-Girdle Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:607812	CRANIOLENTICULOSUTURAL DYSPLASIA; CLSD	DOID:0080001	Bone Disease	DOID:17	Musculoskeletal System Disease
OMIM:607821	DEAFNESS, AUTOSOMAL RECESSIVE 37; DFNB37	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:607822	ALZHEIMER DISEASE 3	DOID:10652	Alzheimer's Disease	DOID:863	Nervous System Disease
OMIM:607823	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME; HLTS	DOID:4535	Hypotrichosis	DOID:16	Integumentary System Disease
OMIM:607829	MITRAL VALVE PROLAPSE 2; MVP2	NA	NA	NA	NA
OMIM:607831	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K; CMT2K	DOID:0050539	Charcot-Marie-Tooth Disease Type 2	DOID:863	Nervous System Disease
OMIM:607832	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 3, SUSCEPTIBILITY TO; FSGS3	DOID:1312	Focal Segmental Glomerulosclerosis	DOID:18	Urinary System Disease
OMIM:607842	AURAL ATRESIA, CONGENITAL; CAA	NA	NA	NA	NA
OMIM:607847	NEUTROPENIA, NONIMMUNE CHRONIC IDIOPATHIC, OF ADULTS	DOID:1227	Neutropenia	DOID:2914	Immune System Disease
OMIM:607850	OSTEOARTHRITIS SUSCEPTIBILITY 3; OS3	DOID:8398	Osteoarthritis	DOID:17	Musculoskeletal System Disease
OMIM:607855	MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A; MDC1A	DOID:0050557	Congenital Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:607864	CAUDAL DUPLICATION ANOMALY	NA	NA	NA	NA
OMIM:607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2	NA	NA	NA	NA
OMIM:607903	HYPOTRICHOSIS 6; HYPT6	DOID:4535	Hypotrichosis	DOID:16	Integumentary System Disease
OMIM:607906	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii; CDG1I	DOID:0050570	Congenital Disorder of Glycosylation Type I	DOID:655	Inherited Metabolic Disorder
OMIM:607907	DERMATOFIBROSARCOMA PROTUBERANS; DFSP	DOID:3507	Dermatofibrosarcoma Protuberans	DOID:162	Cancer
OMIM:607921	RETINITIS PIGMENTOSA 30; RP30	DOID:10584	Retinitis Pigmentosa	DOID:863	Nervous System Disease
OMIM:607932	MICROPHTHALMIA, SYNDROMIC 6; MCOPS6	DOID:10629	Microphthalmia	DOID:863	Nervous System Disease
OMIM:607936	PEELING SKIN SYNDROME 4; PSS4	DOID:37	Skin Disease	DOID:16	Integumentary System Disease
OMIM:607941	ATRIAL SEPTAL DEFECT 2; ASD2	DOID:1882	Atrial Heart Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:607944	SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION; SPENCDI	DOID:612	Primary Immunodeficiency Disease	DOID:2914	Immune System Disease
OMIM:608013	GAUCHER DISEASE, PERINATAL LETHAL	DOID:1926	Gaucher's Disease	DOID:655	Inherited Metabolic Disorder
OMIM:608022	DIAPHANOSPONDYLODYSOSTOSIS	DOID:1934	Dysostosis	DOID:17	Musculoskeletal System Disease
OMIM:608027	PONTOCEREBELLAR HYPOPLASIA, TYPE 3; PCH3	NA	NA	NA	NA
OMIM:608030	AMYOTROPHIC LATERAL SCLEROSIS 6 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA; ALS6	DOID:0060198	Amyotrophic Lateral Sclerosis Type 6	DOID:863	Nervous System Disease
OMIM:608033	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3; IIAE3	NA	NA	NA	NA
OMIM:608051	MACULAR DYSTROPHY, RETINAL, 2; MCDR2	DOID:12318	Corneal Granular Dystrophy	DOID:863	Nervous System Disease
OMIM:608089	ENDOMETRIAL CANCER	DOID:2871	Endometrial Carcinoma	DOID:162	Cancer
OMIM:608091	JOUBERT SYNDROME 2; JBTS2	DOID:0050777	Joubert Syndrome	DOID:0060340	Ciliopathy
OMIM:608093	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ij; CDG1J	DOID:0050570	Congenital Disorder of Glycosylation Type I	DOID:655	Inherited Metabolic Disorder
OMIM:608097	PERIVENTRICULAR HETEROTOPIA WITH MICROCEPHALY, AUTOSOMAL RECESSIVE; ARPHM	DOID:0050454	Periventricular Nodular Heterotopia	DOID:2490	Congenital Nervous System Abnormality
OMIM:608099	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2D; LGMD2D	DOID:11724	Limb-Girdle Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:608104	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ih; CDG1H	DOID:0050570	Congenital Disorder of Glycosylation Type I	DOID:655	Inherited Metabolic Disorder
OMIM:608106	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 5; HIGM5	DOID:6620	X-Linked Hyper IgM Syndrome	DOID:2914	Immune System Disease
OMIM:608115	OVARIAN HYPERSTIMULATION SYNDROME; OHSS	DOID:5425	Ovarian Hyperstimulation Syndrome	DOID:15	Reproductive System Disease
OMIM:608118	ZINC DEFICIENCY, TRANSIENT NEONATAL; TNZD	NA	NA	NA	NA
OMIM:608133	RETINITIS PIGMENTOSA 7; RP7	DOID:10584	Retinitis Pigmentosa	DOID:863	Nervous System Disease
OMIM:608161	MACULAR DYSTROPHY, VITELLIFORM, 3; VMD3	DOID:0050661	Vitelliform Macular Dystrophy	DOID:863	Nervous System Disease
OMIM:608175	AUTOIMMUNE THYROID DISEASE, SUSCEPTIBILITY TO, 3; AITD3	NA	NA	NA	NA
OMIM:608189	TROPICAL CALCIFIC PANCREATITIS	DOID:182	Calcinosis	DOID:0060158	Acquired Metabolic Disease
OMIM:608194	CONE-ROD DYSTROPHY 13; CORD13	DOID:0050572	Cone-Rod Dystrophy	DOID:863	Nervous System Disease
OMIM:608203	NEUTROPHIL IMMUNODEFICIENCY SYNDROME	DOID:612	Primary Immunodeficiency Disease	DOID:2914	Immune System Disease
OMIM:608224	DEAFNESS, AUTOSOMAL DOMINANT 41; DFNA41	DOID:0050564	Autosomal Dominant Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:608232	LEUKEMIA, CHRONIC MYELOID; CML	DOID:8552	Chronic Myeloid Leukemia	DOID:162	Cancer
OMIM:608233	HERMANSKY-PUDLAK SYNDROME 2; HPS2	DOID:3753	Hermansky-Pudlak Syndrome	DOID:0050177	Monogenic Disease
OMIM:608236	SLOWED NERVE CONDUCTION VELOCITY, AUTOSOMAL DOMINANT; SNCV	DOID:2477	Motor Peripheral Neuropathy	DOID:863	Nervous System Disease
OMIM:608265	DEAFNESS, AUTOSOMAL RECESSIVE 39; DFNB39	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:608266	PARATHYROID CARCINOMA	DOID:1540	Parathyroid Carcinoma	DOID:162	Cancer
OMIM:608320	CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1; ADCAD1	DOID:3393	Coronary Artery Disease	DOID:1287	Cardiovascular System Disease
OMIM:608323	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE C; CMTDIC	DOID:0050543	Charcot-Marie-Tooth Disease Intermediate Type	DOID:863	Nervous System Disease
OMIM:608328	WEILL-MARCHESANI SYNDROME 2; WMS2	DOID:0050475	Weill-Marchesani Syndrome	DOID:0050177	Monogenic Disease
OMIM:608340	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A; CMTRIA	DOID:0050543	Charcot-Marie-Tooth Disease Intermediate Type	DOID:863	Nervous System Disease
OMIM:608354	CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION; CMAVM	DOID:178	Vascular Disease	DOID:1287	Cardiovascular System Disease
OMIM:608355	PARKES WEBER SYNDROME	DOID:255	Hemangioma	DOID:0060072	Benign Neoplasm
OMIM:608358	MYOPATHY, MYOSIN STORAGE, AUTOSOMAL DOMINANT; MSMA	DOID:423	Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:608361	SPONDYLOEPIPHYSEAL DYSPLASIA, KIMBERLEY TYPE; SEDK	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:608380	RETINITIS PIGMENTOSA 26; RP26	DOID:10584	Retinitis Pigmentosa	DOID:863	Nervous System Disease
OMIM:608389	BRANCHIOOTIC SYNDROME 3; BOS3	DOID:0060232	Branchiootic Syndrome	NA	NA
OMIM:608390	MYOTONIA, POTASSIUM-AGGRAVATED	DOID:14451	Hyperkalemic Periodic Paralysis	DOID:655	Inherited Metabolic Disorder
OMIM:608393	MICROCEPHALY 6, PRIMARY, AUTOSOMAL RECESSIVE; MCPH6	DOID:10907	Microcephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:608404	PLATELET GLYCOPROTEIN IV DEFICIENCY	DOID:2218	Blood Platelet Disease	DOID:2914	Immune System Disease
OMIM:608415	PROLONGED ELECTRORETINAL RESPONSE SUPPRESSION; PERRS	DOID:0050335	Bradyopsia	DOID:863	Nervous System Disease
OMIM:608423	MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F; LGMD1F	DOID:11724	Limb-Girdle Muscular Dystrophy	DOID:17	Musculoskeletal System Disease
OMIM:608443	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 3; MRT3	DOID:0060308	Autosomal Recessive Non-Syndromic Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:608446	MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO	DOID:5844	Myocardial Infarction	DOID:1287	Cardiovascular System Disease
OMIM:608456	FAMILIAL ADENOMATOUS POLYPOSIS 2; FAP2	DOID:0050424	Familial Adenomatous Polyposis	DOID:0050177	Monogenic Disease
OMIM:608470	CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE; CDRB	DOID:12318	Corneal Granular Dystrophy	DOID:863	Nervous System Disease
OMIM:608471	CORNEAL DYSTROPHY, LATTICE TYPE IIIA; CDL3A	DOID:12318	Corneal Granular Dystrophy	DOID:863	Nervous System Disease
OMIM:608516	MAJOR DEPRESSIVE DISORDER; MDD	DOID:1595	Endogenous Depression	DOID:1561	Cognitive Disorder
OMIM:608540	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik; CDG1K	DOID:0050570	Congenital Disorder of Glycosylation Type I	DOID:655	Inherited Metabolic Disorder
OMIM:608553	LEBER CONGENITAL AMAUROSIS 9; LCA9	DOID:14791	Leber Congenital Amaurosis	DOID:863	Nervous System Disease
OMIM:608565	DEAFNESS, AUTOSOMAL RECESSIVE 35; DFNB35	DOID:0050565	Autosomal Recessive Nonsyndromic Deafness	DOID:863	Nervous System Disease
OMIM:608567	SICK SINUS SYNDROME 1, AUTOSOMAL RECESSIVE; SSS1	DOID:13884	Sick Sinus Syndrome	DOID:1287	Cardiovascular System Disease
OMIM:608569	CARDIOMYOPATHY, DILATED, 1O; CMD1O	DOID:12930	Dilated Cardiomyopathy	DOID:1287	Cardiovascular System Disease
OMIM:608572	BURN-MCKEOWN SYNDROME; BMKS	DOID:9574	Choanal Atresia	DOID:1579	Respiratory System Disease
OMIM:608579	SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO	NA	NA	NA	NA
